Company_Name,Status,Company_Url,Text
KUKA,404,https://www.cadence.com/zh-tw/%e5%85%ac%e5%8f%b8/%e8%81%af%e7%b5%a1%e6%96%b9%e5%bc%8f/%e8%81%af%e7%b9%ab,"404 Resource at '/content/cadence-www/global/zh-tw/公司/聯絡方式/聯繫' not found: No resource found

Resource at '/content/cadence-www/global/zh-tw/公司/聯絡方式/聯繫' not found: No resource found
Cannot serve request to /content/cadence-www/global/zh-tw/%e5%85%ac%e5%8f%b8/%e8%81%af%e7%b5%a1%e6%96%b9%e5%bc%8f/%e8%81%af%e7%b9%ab on this server

Apache Sling"
KUKA,404,https://www.cadence.com/en-de/future-production/research-and-development/current-topics-from-the-world-of-research,"404 Resource at '/content/cadence-www/global/en-de/future-production/research-and-development/current-topics-from-the-world-of-research' not found: No resource found

Resource at '/content/cadence-www/global/en-de/future-production/research-and-development/current-topics-from-the-world-of-research' not found: No resource found
Cannot serve request to /content/cadence-www/global/en-de/future-production/research-and-development/current-topics-from-the-world-of-research on this server

Apache Sling"
KUKA,404,https://www.cadence.com/en-cn/company/contact/contact-form,"404 Resource at '/content/cadence-www/global/en-cn/company/contact/contact-form' not found: No resource found

Resource at '/content/cadence-www/global/en-cn/company/contact/contact-form' not found: No resource found
Cannot serve request to /content/cadence-www/global/en-cn/company/contact/contact-form on this server

Apache Sling"
KUKA,404,https://www.cadence.com/en-de/products/production-systems/manufacturing-cells/kuka-cell4_screwsetting-screwing-cell,"404 Resource at '/content/cadence-www/global/en-de/products/production-systems/manufacturing-cells/kuka-cell4_screwsetting-screwing-cell' not found: No resource found

Resource at '/content/cadence-www/global/en-de/products/production-systems/manufacturing-cells/kuka-cell4_screwsetting-screwing-cell' not found: No resource found
Cannot serve request to /content/cadence-www/global/en-de/products/production-systems/manufacturing-cells/kuka-cell4_screwsetting-screwing-cell on this server

Apache Sling"
KUKA,404,https://www.cadence.com/en-ch/company/contact/contact-form,"404 Resource at '/content/cadence-www/global/en-ch/company/contact/contact-form' not found: No resource found

Resource at '/content/cadence-www/global/en-ch/company/contact/contact-form' not found: No resource found
Cannot serve request to /content/cadence-www/global/en-ch/company/contact/contact-form on this server

Apache Sling"
KUKA,404,https://www.cadence.com/en-de/future-production/research-and-development/research-collaborations/arena2036,"404 Resource at '/content/cadence-www/global/en-de/future-production/research-and-development/research-collaborations/arena2036' not found: No resource found

Resource at '/content/cadence-www/global/en-de/future-production/research-and-development/research-collaborations/arena2036' not found: No resource found
Cannot serve request to /content/cadence-www/global/en-de/future-production/research-and-development/research-collaborations/arena2036 on this server

Apache Sling"
KUKA,404,https://www.cadence.com/en-de/products/robot-systems/software/application-software/kuka-hrc-guide-app,"404 Resource at '/content/cadence-www/global/en-de/products/robot-systems/software/application-software/kuka-hrc-guide-app' not found: No resource found

Resource at '/content/cadence-www/global/en-de/products/robot-systems/software/application-software/kuka-hrc-guide-app' not found: No resource found
Cannot serve request to /content/cadence-www/global/en-de/products/robot-systems/software/application-software/kuka-hrc-guide-app on this server

Apache Sling"
KUKA,404,https://www.cadence.com/fr-be/notre-entreprise/contact/contact-kuka,"404 Resource at '/content/cadence-www/global/fr-be/notre-entreprise/contact/contact-kuka' not found: No resource found

Resource at '/content/cadence-www/global/fr-be/notre-entreprise/contact/contact-kuka' not found: No resource found
Cannot serve request to /content/cadence-www/global/fr-be/notre-entreprise/contact/contact-kuka on this server

Apache Sling"
KUKA,404,https://www.cadence.com/en-de/company/about-kuka,"404 Resource at '/content/cadence-www/global/en-de/company/about-kuka' not found: No resource found

Resource at '/content/cadence-www/global/en-de/company/about-kuka' not found: No resource found
Cannot serve request to /content/cadence-www/global/en-de/company/about-kuka on this server

Apache Sling"
KUKA,404,https://www.cadence.com/en-de/company/careers/school-students/school-student-internship,"404 Resource at '/content/cadence-www/global/en-de/company/careers/school-students/school-student-internship' not found: No resource found

Resource at '/content/cadence-www/global/en-de/company/careers/school-students/school-student-internship' not found: No resource found
Cannot serve request to /content/cadence-www/global/en-de/company/careers/school-students/school-student-internship on this server

Apache Sling"
